id;id_ra?una;izdelek;datum;id_prodajalca;id_poslovalnice
1193;200001526;Grisini klasi?no 1,5 kg;18.01.2025;3132;1008
1194;200002408;Hruške bio 300 g;18.01.2025;7862;1004
1195;200002408;Ribje pal?ke ekstra 300 g;18.01.2025;7862;1004
1196;200002408;Prepe?enec ekstra 200 g;18.01.2025;7862;1004
1197;200002408;?i?erika bio 2 kg;18.01.2025;7862;1004
1198;200002523;?rni ?aj klasi?no 12 x 1 l;18.01.2025;8214;1007
1199;200002660;Ananas klasi?no 250 g;18.01.2025;2184;1005
1200;200002660;?okoladni namaz klasi?no 12 x 1 l;18.01.2025;2184;1005
1201;200002660;?ebula družinsko 2 l;18.01.2025;2184;1005
1202;200002860;Kokosovo olje mini 12 x 1 l;18.01.2025;8086;1008
1203;200002860;Tartar omaka izbrano 1 l;18.01.2025;8086;1008
1204;200003160;Zamrznjeni lignji bio 400 g;18.01.2025;6923;1003
1205;200003160;Sladoled vanilija ekstra 150 g;18.01.2025;6923;1003
1206;200003160;Sirup bezeg mini 2 kg;18.01.2025;6923;1003
1207;200003160;Maslo bio 400 g;18.01.2025;6923;1003
1208;200003681;Šunka izbrano 200 g;18.01.2025;2483;1004
1209;200003681;Nektarine mini 2 kg;18.01.2025;2483;1004
1210;200003681;Svinjska rebra maxi 2 kg;18.01.2025;2483;1004
1211;200003942;Fižol stro?ji sveže 1,5 kg;18.01.2025;5043;1004
1212;200003942;Kakav napitek premium 1,5 l;18.01.2025;5043;1004
1213;200003942;Sir camembert naravno 150 g;18.01.2025;5043;1004
1214;200004240;Parmezan doma?e 200 g;18.01.2025;5073;1002
1215;200004240;Balzami?ni kis premium 250 g;18.01.2025;5073;1002
1216;200004240;Slive družinsko 1,5 kg;18.01.2025;5073;1002
1217;200004275;Sladoled vanilija pakirano 1 kg;18.01.2025;5598;1002
1218;200004275;Ra?je prsi tradicionalno 12 x 1 l;18.01.2025;5598;1002
1219;200004275;Avokado mini 2 kg;18.01.2025;5598;1002
1220;200004275;?ebula brez glutena 12 x 1 l;18.01.2025;5598;1002
1221;200005105;Sir brie naravno 500 g;18.01.2025;2112;1001
1222;200005105;Ribje pal?ke ekstra 750 g;18.01.2025;2112;1001
1223;200005266;Cveta?a premium 1,5 l;18.01.2025;2590;1005
1224;200005266;Slanina bio 2 l;18.01.2025;2590;1005
1225;200005513;Worcester omaka doma?e 150 g;18.01.2025;9509;1006
1226;200005790;Zamrznjena pica sveže 6 x 0,5 l;18.01.2025;9826;1003
1227;200005790;Bu?ke lahko 2 kg;18.01.2025;9826;1003
1228;200005790;Kisla smetana izbrano 150 g;18.01.2025;9826;1003
1229;200005857;Sol klasi?no 2 l;18.01.2025;2099;1005
1230;200005857;?ešnje tradicionalno 300 g;18.01.2025;2099;1005
1231;200005857;Ajdova moka pakirano 6 x 0,5 l;18.01.2025;2099;1005
1232;200005857;Mle?na ?okolada klasi?no 200 g;18.01.2025;2099;1005
1233;200006221;Avokado mini 2 kg;18.01.2025;4622;1003
1234;200006221;Pašteta družinsko 200 g;18.01.2025;4622;1003
1235;200006668;Piš?an?ja bedra klasi?no 400 g;18.01.2025;1032;1004
1236;200006668;Špina?a naravno 1 l;18.01.2025;1032;1004
1237;200006668;Grozdje družinsko 500 g;18.01.2025;1032;1004
1238;200006866;Kava mleta družinsko 100 g;18.01.2025;6250;1010
1239;200007770;Žemlje sveže 1,5 kg;18.01.2025;5936;1009
1240;200007770;Ovseni kosmi?i bio 1 kg;18.01.2025;5936;1009
1241;200007770;Sirup malina bio 200 g;18.01.2025;5936;1009
1242;200007921;Beli kruh družinsko 500 g;18.01.2025;5598;1002
1243;200007921;Pašteta družinsko 500 g;18.01.2025;5598;1002
1244;200009165;Maline klasi?no 1,5 kg;18.01.2025;9362;1009
1245;200000166;Toast pakirano 100 g;19.01.2025;5598;1002
1246;200000166;Tortelini maxi 2 kg;19.01.2025;5598;1002
1247;200001321;Puding bio 400 g;19.01.2025;9027;1003
1248;200001321;Kruh s semeni izbrano 1 kg;19.01.2025;9027;1003
1249;200001321;Bu?ke maxi 12 x 1 l;19.01.2025;9027;1003
1250;200001661;Zamrznjena juha naravno 250 g;19.01.2025;4794;1007
1251;200001752;?ebula tradicionalno 1,5 kg;19.01.2025;6364;1007
1252;200001752;Grisini ekstra 1 kg;19.01.2025;6364;1007
1253;200001811;Šunka pakirano 150 g;19.01.2025;4932;1010
1254;200001811;Kakav napitek doma?e 750 g;19.01.2025;4932;1010
1255;200001813;Proteinska ploš?ica lahko 12 x 1 l;19.01.2025;7888;1005
1256;200001813;Breskve sveže 1 kg;19.01.2025;7888;1005
1257;200001813;?ešnje družinsko 12 x 1 l;19.01.2025;7888;1005
1258;200001813;Kajzerice družinsko 1,5 l;19.01.2025;7888;1005
1259;200001813;Krompir brez glutena 750 g;19.01.2025;7888;1005
1260;200002000;Limonada brez glutena 750 g;19.01.2025;6250;1010
1261;200002230;?evap?i?i sveže 1,5 l - serija 62;19.01.2025;4622;1003
1262;200002352;Mineralna voda tradicionalno 2 l;19.01.2025;4642;1003
1263;200002352;Sladkor klasi?no 1 kg;19.01.2025;4642;1003
1264;200002352;Banane mini 1,5 kg;19.01.2025;4642;1003
1265;200002352;Paprika premium 1 kg;19.01.2025;4642;1003
1266;200002838;Grisini klasi?no 1,5 kg;19.01.2025;9105;1001
1267;200002960;Sladkor premium 12 x 1 l;19.01.2025;5178;1005
1268;200003173;Med klasi?no 6 x 0,5 l;19.01.2025;9254;1004
1269;200003173;Krompir bio 150 g;19.01.2025;9254;1004
1270;200003173;Krofi doma?e 150 g;19.01.2025;9254;1004
1271;200003173;?ešnje naravno 12 x 1 l;19.01.2025;9254;1004
1272;200003179;Nektarine izbrano 2 kg;19.01.2025;5936;1009
1273;200003179;?ili omaka brez glutena 1 kg;19.01.2025;5936;1009
1274;200003585;Vaflji ekstra 2 l;19.01.2025;1445;1008
1275;200004463;?okoladni namaz družinsko 1,5 l;19.01.2025;8221;1005
1276;200004475;Roglji?ki brez glutena 750 g;19.01.2025;6440;1003
1277;200006205;Zamrznjeni roglji?ki klasi?no 150 g;19.01.2025;2418;1004
1278;200006365;Keksi z maslom mini 500 g;19.01.2025;9509;1006
1279;200006365;Ciabatta doma?e 750 g;19.01.2025;9509;1006
1280;200006365;Kefir družinsko 500 g;19.01.2025;9509;1006
1281;200007081;Jagode brez glutena 12 x 1 l;19.01.2025;8729;1007
1282;200007081;Sladka smetana tradicionalno 200 g;19.01.2025;8729;1007
1283;200007113;Kis naravno 250 g;19.01.2025;2156;1001
1284;200007318;Ovseni kosmi?i doma?e 2 l;19.01.2025;4951;1001
1285;200007945;?okolada z lešniki klasi?no 1 l;19.01.2025;8642;1004
1286;200007945;Gazirana voda tradicionalno 300 g;19.01.2025;8642;1004
1287;200008233;Kava mleta klasi?no 1,5 kg;19.01.2025;7264;1001
1288;200008768;Roglji?ki brez glutena 750 g;19.01.2025;6450;1001
1289;200008868;Pšeni?ni gris izbrano 300 g;19.01.2025;4205;1008
1290;200008868;Banane lahko 1 l;19.01.2025;4205;1008
1291;200008868;Piš?an?ja bedra naravno 1 l;19.01.2025;4205;1008
1292;200008868;Bu?no olje pakirano 2 kg;19.01.2025;4205;1008
1293;200008868;?okolada z lešniki tradicionalno 500 g;19.01.2025;4205;1008
1294;200009053;Zamrznjeno pecivo pakirano 2 kg;19.01.2025;2895;1007
1295;200009053;Šunka sveže 150 g;19.01.2025;2895;1007
1296;200009053;Korenje družinsko 1 l;19.01.2025;2895;1007
1297;200009129;Fižol stro?ji sveže 1,5 kg;19.01.2025;2291;1001
1298;200009216;Limonada brez glutena 750 g;19.01.2025;5043;1004
1299;200009373;Med maxi 1,5 kg;19.01.2025;9254;1004
1300;200009373;Polnozrnati kruh izbrano 2 l;19.01.2025;9254;1004
1301;200009373;?okolada z lešniki tradicionalno 500 g;19.01.2025;9254;1004
1302;200009888;?okoladni namaz klasi?no 12 x 1 l;19.01.2025;7084;1009
1303;200009888;Limonada brez glutena 750 g;19.01.2025;7084;1009
1304;200000295;?i?erika bio 2 kg;20.01.2025;8221;1005
1305;200000734;Pašteta družinsko 500 g;20.01.2025;9209;1004
1306;200000759;Goveji zrezki družinsko 1 l;20.01.2025;3795;1001
1307;200000759;Paradižnikova omaka naravno 400 g;20.01.2025;3795;1001
1308;200000759;Zamrznjeni roglji?ki brez glutena 100 g;20.01.2025;3795;1001
1309;200000761;Bageta maxi 12 x 1 l;20.01.2025;4445;1009
1310;200000761;?i?erika izbrano 2 kg;20.01.2025;4445;1009
1311;200001156;Jagnje?ji kotleti družinsko 1,5 l;20.01.2025;9509;1006
1312;200001156;Polnozrnati kruh izbrano 2 l;20.01.2025;9509;1006
1313;200001156;?i?erika klasi?no 300 g;20.01.2025;9509;1006
1314;200001393;Piš?an?ja bedra klasi?no 1 l;20.01.2025;2507;1007
1315;200001393;Jabolka tradicionalno 6 x 0,5 l;20.01.2025;2507;1007
1316;200001774;Grozdje izbrano 750 g;20.01.2025;1105;1008
1317;200001774;Ribani sir izbrano 1,5 l;20.01.2025;1105;1008
1318;200001774;Sladka smetana izbrano 2 l;20.01.2025;1105;1008
1319;200001774;Šunka pakirano 150 g;20.01.2025;1105;1008
1320;200001815;Skuta mini 12 x 1 l;20.01.2025;9083;1001
1321;200002144;Slanina lahko 1 l;20.01.2025;9254;1004
1322;200002144;Gazirana voda ekstra 1 kg;20.01.2025;9254;1004
1323;200002144;Foka?a mini 6 x 0,5 l;20.01.2025;9254;1004
1324;200002387;Jagnje?ji kotleti lahko 2 l;20.01.2025;6080;1008
1325;200002387;Mle?na ?okolada ekstra 2 l;20.01.2025;6080;1008
1326;200002387;Ajdov kruh mini 250 g;20.01.2025;6080;1008
1327;200002387;Pesto klasi?no 250 g;20.01.2025;6080;1008
1328;200002894;Mle?ne štru?ke bio 750 g;20.01.2025;4987;1010
1329;200002894;Skuta sveže 200 g;20.01.2025;4987;1010
1330;200002894;Zelje lahko 250 g;20.01.2025;4987;1010
1331;200002894;Marmelada doma?e 1 l;20.01.2025;4987;1010
1332;200002894;Svinjski kotleti bio 300 g;20.01.2025;4987;1010
1333;200003259;Pleskavice brez glutena 250 g;20.01.2025;7176;1010
1334;200003259;Kruh s semeni pakirano 300 g;20.01.2025;7176;1010
1335;200003259;Ajdova moka klasi?no 1 kg - serija 98;20.01.2025;7176;1010
1336;200003671;Riž doma?e 1,5 kg;20.01.2025;3203;1001
1337;200003671;Kokosovo olje mini 6 x 0,5 l;20.01.2025;3203;1001
1338;200003671;?esen premium 2 l;20.01.2025;3203;1001
1339;200003671;Ra?je prsi lahko 1,5 l;20.01.2025;3203;1001
1340;200003859;?evap?i?i sveže 1,5 l;20.01.2025;6080;1008
1341;200003859;Jagode bio 1 kg;20.01.2025;6080;1008
1342;200003859;Pomaran?e bio 200 g;20.01.2025;6080;1008
1343;200003859;Zamrznjen grah doma?e 400 g;20.01.2025;6080;1008
1344;200003859;Marmelada lahko 200 g;20.01.2025;6080;1008
1345;200004680;Puranji file izbrano 1 kg;20.01.2025;3943;1007
1346;200004680;?ešnje ekstra 12 x 1 l;20.01.2025;3943;1007
1347;200004818;Sir brie brez glutena 1,5 kg;20.01.2025;3657;1008
1348;200004818;Krofi izbrano 12 x 1 l;20.01.2025;3657;1008
1349;200005417;Svinjska rebra maxi 2 kg;20.01.2025;4563;1005
1350;200005497;Ra?je prsi maxi 2 l;20.01.2025;2099;1005
1351;200005517;Mozzarella družinsko 1,5 l;20.01.2025;5658;1009
1352;200005738;Puranji file premium 150 g;20.01.2025;7862;1004
1353;200005738;Jabolka bio 150 g;20.01.2025;7862;1004
1354;200005738;Ajdova moka maxi 1 kg;20.01.2025;7862;1004
1355;200005738;Zamrznjene maline izbrano 100 g;20.01.2025;7862;1004
1356;200005738;Temna ?okolada klasi?no 6 x 0,5 l;20.01.2025;7862;1004
1357;200005865;Polnozrnati kruh družinsko 1,5 l;20.01.2025;6232;1001
1358;200005876;Sir camembert bio 200 g;20.01.2025;9826;1003
1359;200006241;Puranji file naravno 150 g;20.01.2025;6391;1008
1360;200006241;?okolada z lešniki tradicionalno 500 g;20.01.2025;6391;1008
1361;200006241;Sladkor klasi?no 1 kg;20.01.2025;6391;1008
1362;200006241;Puding družinsko 100 g;20.01.2025;6391;1008
1363;200006241;Marmelada sveže 6 x 0,5 l;20.01.2025;6391;1008
1364;200006277;Repi?no olje bio 500 g;20.01.2025;9209;1004
1365;200006277;Mandarine tradicionalno 2 l;20.01.2025;9209;1004
1366;200006277;Kokosovo olje mini 12 x 1 l;20.01.2025;9209;1004
1367;200006277;Zamrznjena špina?a lahko 6 x 0,5 l;20.01.2025;9209;1004
1368;200006277;Kajzerice bio 1,5 l;20.01.2025;9209;1004
1369;200006462;Kus kus tradicionalno 1,5 l;20.01.2025;7560;1003
1370;200006462;Solata bio 12 x 1 l;20.01.2025;7560;1003
1371;200006462;Ajdova moka klasi?no 1 kg;20.01.2025;7560;1003
1372;200006518;Limonada brez glutena 750 g;20.01.2025;5824;1007
1373;200006518;Keksi z maslom izbrano 12 x 1 l;20.01.2025;5824;1007
1374;200006624;Pomaran?ni sok brez glutena 750 g;20.01.2025;8046;1004
1375;200006819;Gazirana voda družinsko 1,5 kg;20.01.2025;5073;1002
1376;200007043;Gazirana voda ekstra 200 g;20.01.2025;9362;1009
1377;200007043;Kis pakirano 200 g;20.01.2025;9362;1009
1378;200007506;Sezamovo olje tradicionalno 1 l;20.01.2025;8214;1007
1379;200007506;Sir brie naravno 500 g;20.01.2025;8214;1007
1380;200007506;Kumare izbrano 150 g;20.01.2025;8214;1007
1381;200007506;Puding v prahu družinsko 300 g;20.01.2025;8214;1007
1382;200007532;Zamrznjen kruh izbrano 6 x 0,5 l;20.01.2025;1956;1004
1383;200008070;Jabol?ni sok pakirano 6 x 0,5 l;20.01.2025;5273;1003
1384;200008070;Koruzna moka pakirano 100 g;20.01.2025;5273;1003
1385;200008070;Sladkor bio 1,5 l;20.01.2025;5273;1003
1386;200008070;Marcipan sveže 400 g;20.01.2025;5273;1003
1387;200008073;Burek brez glutena 200 g;20.01.2025;1445;1008
1388;200008073;Foka?a mini 400 g;20.01.2025;1445;1008
1389;200008073;Kis naravno 250 g;20.01.2025;1445;1008
1390;200008073;Nektarine ekstra 1,5 l;20.01.2025;1445;1008
1391;200008283;Proteinska ploš?ica ekstra 400 g;20.01.2025;6524;1005
1392;200008758;Sir gauda naravno 1,5 kg;20.01.2025;6440;1003
1393;200008758;Pica testo doma?e 12 x 1 l;20.01.2025;6440;1003
1394;200008758;Kruh s semeni maxi 12 x 1 l;20.01.2025;6440;1003
1395;200008758;Jabol?ni kis sveže 2 l;20.01.2025;6440;1003
1396;200008783;?okoladni namaz ekstra 1 kg;20.01.2025;2289;1007
1397;200008783;Kamilica ?aj sveže 500 g;20.01.2025;2289;1007
1398;200008783;Kosmi?i premium 1 kg;20.01.2025;2289;1007
1399;200008870;Polnozrnati kruh izbrano 2 l;20.01.2025;1032;1004
1400;200008912;Puranji file naravno 150 g;20.01.2025;1413;1001
1401;200009772;Piš?an?ja bedra klasi?no 1 l;20.01.2025;9749;1010
1402;200009772;Repi?no olje sveže 2 l;20.01.2025;9749;1010
1403;200000016;Nektarine lahko 1 l;21.01.2025;3790;1003
1404;200000016;Instant kava ekstra 750 g;21.01.2025;3790;1003
1405;200000016;Puranji file izbrano 1 kg;21.01.2025;3790;1003
1406;200000867;Zeleni ?aj lahko 1 l;21.01.2025;2634;1003
1407;200001967;Njoki naravno 500 g;21.01.2025;9083;1001
1408;200001967;?evap?i?i maxi 750 g;21.01.2025;9083;1001
1409;200001967;Mineralna voda sveže 100 g;21.01.2025;9083;1001
1410;200002143;Proteinska ploš?ica ekstra 400 g;21.01.2025;6524;1005
1411;200002143;Jabolka lahko 200 g;21.01.2025;6524;1005
1412;200002255;Kruh s semeni doma?e 6 x 0,5 l;21.01.2025;1105;1008
1413;200002255;Puding družinsko 100 g;21.01.2025;1105;1008
1414;200002636;Mandarine tradicionalno 2 l;21.01.2025;2184;1005
1415;200002636;Mandarine brez glutena 1 l;21.01.2025;2184;1005
1416;200002636;?rni ?aj klasi?no 12 x 1 l;21.01.2025;2184;1005
1417;200002636;Šunka izbrano 200 g;21.01.2025;2184;1005
1418;200002636;Sirup bezeg mini 2 kg;21.01.2025;2184;1005
1419;200002673;Kis naravno 250 g;21.01.2025;6271;1001
1420;200002673;Koruzna moka pakirano 100 g;21.01.2025;6271;1001
1421;200002673;Zamrznjeni roglji?ki brez glutena 100 g;21.01.2025;6271;1001
1422;200002698;?i?erika klasi?no 300 g;21.01.2025;5281;1006
1423;200002702;Jagnje?ji kotleti klasi?no 300 g;21.01.2025;1674;1001
1424;200002766;Kus kus tradicionalno 1,5 l;21.01.2025;8052;1007
1425;200002766;Olivno olje naravno 1,5 l;21.01.2025;8052;1007
1426;200002766;Slanina bio 2 l;21.01.2025;8052;1007
1427;200002766;Kokosovo olje pakirano 400 g;21.01.2025;8052;1007
1428;200002766;Prepe?enec ekstra 200 g;21.01.2025;8052;1007
1429;200003048;Riž maxi 2 kg;21.01.2025;1519;1002
1430;200003048;Maslo naravno 200 g;21.01.2025;1519;1002
1431;200003048;Mle?na ?okolada lahko 2 kg;21.01.2025;1519;1002
1432;200003418;Ajdova moka lahko 100 g;21.01.2025;2291;1001
1433;200003418;Jabolka lahko 200 g;21.01.2025;2291;1001
1434;200003418;Parmezan doma?e 200 g;21.01.2025;2291;1001
1435;200003418;Ovseni kosmi?i bio 1 kg;21.01.2025;2291;1001
1436;200003798;Med tradicionalno 300 g;21.01.2025;2634;1003
1437;200003798;Gazirana voda družinsko 1,5 kg;21.01.2025;2634;1003
1438;200004478;Tonic naravno 100 g;21.01.2025;3657;1008
1439;200004478;Instant kava lahko 500 g;21.01.2025;3657;1008
1440;200004478;Grisini klasi?no 1,5 kg;21.01.2025;3657;1008
1441;200005531;Sojina omaka tradicionalno 12 x 1 l;21.01.2025;9123;1007
1442;200005631;Sol klasi?no 2 l;21.01.2025;1152;1005
1443;200005631;Cveta?a pakirano 2 kg;21.01.2025;1152;1005
1444;200005631;Majoneza bio 750 g;21.01.2025;1152;1005
1445;200005631;Pomaran?e tradicionalno 200 g;21.01.2025;1152;1005
1446;200005631;Ledeni ?aj naravno 6 x 0,5 l;21.01.2025;1152;1005
1447;200006371;Brokoli klasi?no 500 g;21.01.2025;4642;1003
1448;200006371;?ili omaka brez glutena 1 kg;21.01.2025;4642;1003
1449;200007065;Ra?je prsi družinsko 1,5 l;21.01.2025;1253;1007
1450;200008346;?esen doma?e 1 kg;21.01.2025;2184;1005
1451;200008577;Mozzarella bio 150 g;21.01.2025;9254;1004
1452;200008577;Kisla smetana izbrano 150 g;21.01.2025;9254;1004
1453;200008577;Drobtine klasi?no 750 g;21.01.2025;9254;1004
1454;200008577;Grozdje izbrano 750 g;21.01.2025;9254;1004
1455;200009647;Ajdov kruh bio 1,5 kg;21.01.2025;2067;1006
1456;200009647;Žemlje sveže 1,5 kg;21.01.2025;2067;1006
1457;200009647;Pašteta družinsko 500 g;21.01.2025;2067;1006
1458;200009647;Šunka sveže 150 g;21.01.2025;2067;1006
1459;200009674;Sirup malina bio 200 g;21.01.2025;4205;1008
1460;200009674;Karamela lahko 1,5 l;21.01.2025;4205;1008
1461;200009674;?i?erika izbrano 2 kg;21.01.2025;4205;1008
1462;200009674;Kumare izbrano 150 g;21.01.2025;4205;1008
1463;200000153;Mineralna voda tradicionalno 2 l;22.01.2025;2112;1001
1464;200000153;Slive družinsko 1,5 kg;22.01.2025;2112;1001
1465;200000153;Grisini klasi?no 1,5 kg;22.01.2025;2112;1001
1466;200000153;Kvinoja družinsko 2 l;22.01.2025;2112;1001
1467;200000289;Karamela tradicionalno 250 g;22.01.2025;2128;1007
1468;200000289;Sladoled vanilija doma?e 750 g;22.01.2025;2128;1007
1469;200000289;Lizike sveže 1 kg;22.01.2025;2128;1007
1470;200002258;Ajdova moka lahko 100 g;22.01.2025;5936;1009
1471;200002258;Pica testo doma?e 12 x 1 l;22.01.2025;5936;1009
1472;200002258;?ebula tradicionalno 1,5 kg;22.01.2025;5936;1009
1473;200002258;Mleto goveje meso mini 1,5 kg;22.01.2025;5936;1009
1474;200002573;?esen premium 2 l;22.01.2025;3600;1006
1475;200002573;Jabolka lahko 200 g;22.01.2025;3600;1006
1476;200002922;Sladka smetana sveže 12 x 1 l;22.01.2025;2027;1007
1477;200002922;Maline klasi?no 1,5 kg;22.01.2025;2027;1007
1478;200003014;Grah družinsko 400 g;22.01.2025;6450;1001
1479;200003216;Brokoli mini 1 kg;22.01.2025;5869;1003
1480;200003216;Bonboni izbrano 100 g;22.01.2025;5869;1003
1481;200003216;Sladoled ?okolada brez glutena 6 x 0,5 l;22.01.2025;5869;1003
1482;200003825;Mle?ne štru?ke bio 750 g;22.01.2025;1956;1004
1483;200004164;Tortilje bio 100 g;22.01.2025;2289;1007
1484;200004164;?ešnje naravno 12 x 1 l;22.01.2025;2289;1007
1485;200004322;Paradižnikova omaka premium 300 g;22.01.2025;4379;1009
1486;200004322;Kruh s semeni pakirano 300 g;22.01.2025;4379;1009
1487;200004782;Ledeni ?aj družinsko 1,5 l;22.01.2025;3774;1001
1488;200004782;Feta sir ekstra 1,5 l;22.01.2025;3774;1001
1489;200004782;Beli kruh družinsko 500 g;22.01.2025;3774;1001
1490;200004782;Repi?no olje pakirano 2 l;22.01.2025;3774;1001
1491;200005044;Karamela tradicionalno 250 g;22.01.2025;9826;1003
1492;200005267;?okoladni namaz doma?e 1,5 l;22.01.2025;4622;1003
1493;200005267;Pomaran?e izbrano 12 x 1 l;22.01.2025;4622;1003
1494;200005267;Temna ?okolada klasi?no 6 x 0,5 l;22.01.2025;4622;1003
1495;200005533;Mozzarella maxi 150 g;22.01.2025;3164;1005
1496;200005533;Skuta sveže 200 g;22.01.2025;3164;1005
1497;200005533;Njoki sveže 1,5 kg;22.01.2025;3164;1005
1498;200005760;Zamrznjena špina?a lahko 6 x 0,5 l;22.01.2025;7176;1010
1499;200006457;Puding bio 400 g;22.01.2025;2527;1003
1500;200006457;Banane doma?e 200 g;22.01.2025;2527;1003
1501;200006457;Piš?an?ja bedra klasi?no 400 g;22.01.2025;2527;1003
1502;200006497;Koruzna moka pakirano 150 g;22.01.2025;2169;1005
1503;200006497;Zamrznjen kruh sveže 2 kg;22.01.2025;2169;1005
1504;200007123;Pesto klasi?no 250 g;22.01.2025;4622;1003
1505;200007123;Fižol stro?ji sveže 1,5 kg;22.01.2025;4622;1003
1506;200007123;Repi?no olje sveže 2 l;22.01.2025;4622;1003
1507;200007920;Tortelini bio 1,5 l;22.01.2025;1082;1001
1508;200007920;?ebula tradicionalno 1,5 kg;22.01.2025;1082;1001
1509;200007920;Nektarine lahko 1 l;22.01.2025;1082;1001
1510;200007920;Pleskavice brez glutena 250 g;22.01.2025;1082;1001
1511;200007920;Ribani sir pakirano 250 g;22.01.2025;1082;1001
1512;200008000;Banane mini 1,5 kg;22.01.2025;8334;1009
1513;200008000;Zamrznjeni lignji bio 400 g;22.01.2025;8334;1009
1514;200008000;Worcester omaka doma?e 150 g;22.01.2025;8334;1009
1515;200008000;Bu?ke maxi 12 x 1 l;22.01.2025;8334;1009
1516;200008000;Sladka smetana sveže 12 x 1 l;22.01.2025;8334;1009
1517;200008560;?rni ?aj klasi?no 12 x 1 l;22.01.2025;1956;1004
1518;200008560;Pesto klasi?no 250 g;22.01.2025;1956;1004
1519;200008581;Müsli lahko 2 l;22.01.2025;2112;1001
1520;200008581;Tele?ji zrezki doma?e 1,5 kg;22.01.2025;2112;1001
1521;200008581;Paradižnik lahko 400 g;22.01.2025;2112;1001
1522;200008931;Kis brez glutena 6 x 0,5 l;22.01.2025;4987;1010
1523;200008972;Jagnje?ji kotleti maxi 250 g;22.01.2025;3777;1010
1524;200008972;Slanina lahko 1 l;22.01.2025;3777;1010
1525;200008972;Puranji file naravno 150 g;22.01.2025;3777;1010
1526;200009133;Ajdova moka lahko 100 g;22.01.2025;2289;1007
1527;200009133;Prepe?enec ekstra 200 g;22.01.2025;2289;1007
1528;200009979;Marcipan sveže 400 g;22.01.2025;1445;1008
1529;200000251;Cveta?a premium 1,5 l;23.01.2025;8519;1001
1530;200000251;Bu?ke maxi 12 x 1 l;23.01.2025;8519;1001
1531;200000251;Gobe šampinjoni bio 1,5 l;23.01.2025;8519;1001
1532;200000310;Kis pakirano 200 g;23.01.2025;3774;1001
1533;200000327;Testenine lahko 2 l;23.01.2025;3600;1006
1534;200000327;Zamrznjen kruh družinsko 1,5 l;23.01.2025;3600;1006
1535;200001055;Borovnice naravno 1 kg;23.01.2025;6246;1006
1536;200001055;Mineralna voda sveže 100 g;23.01.2025;6246;1006
1537;200001055;Marmelada mini 1 l;23.01.2025;6246;1006
1538;200001597;Repi?no olje bio 500 g;23.01.2025;2418;1004
1539;200001597;Svinjski kotleti bio 300 g;23.01.2025;2418;1004
1540;200001739;Fižol ekstra 100 g;23.01.2025;9602;1007
1541;200002732;Polnozrnati kruh družinsko 1,5 l;23.01.2025;6709;1001
1542;200003857;Mle?na ?okolada klasi?no 6 x 0,5 l;23.01.2025;8955;1002
1543;200004084;Drobtine mini 1,5 l;23.01.2025;9862;1007
1544;200004084;Mandarine tradicionalno 2 l;23.01.2025;9862;1007
1545;200004084;Tortelini maxi 2 kg;23.01.2025;9862;1007
1546;200004084;Piš?an?ja bedra naravno 1 l;23.01.2025;9862;1007
1547;200004115;Pomaran?e tradicionalno 200 g;23.01.2025;8287;1003
1548;200004115;Piš?an?ja bedra izbrano 400 g;23.01.2025;8287;1003
1549;200004201;?ili omaka mini 1,5 l;23.01.2025;7043;1010
1550;200004201;Med mini 2 l;23.01.2025;7043;1010
1551;200004201;Marcipan sveže 400 g;23.01.2025;7043;1010
1552;200004702;Kis brez glutena 6 x 0,5 l;23.01.2025;5161;1004
1553;200005115;Worcester omaka doma?e 150 g;23.01.2025;6923;1003
1554;200005115;Koruzna moka doma?e 750 g;23.01.2025;6923;1003
1555;200005336;Zamrznjena špina?a izbrano 2 kg;23.01.2025;2328;1010
1556;200005336;Pršut maxi 150 g;23.01.2025;2328;1010
1557;200005336;Sir brie lahko 12 x 1 l;23.01.2025;2328;1010
1558;200005603;Kava mleta mini 6 x 0,5 l;23.01.2025;9957;1005
1559;200005603;Jagode bio 1 kg;23.01.2025;9957;1005
1560;200005603;Sojina omaka tradicionalno 12 x 1 l;23.01.2025;9957;1005
1561;200005765;Zamrznjena špina?a družinsko 250 g;23.01.2025;9826;1003
1562;200005765;Kivi klasi?no 2 kg;23.01.2025;9826;1003
1563;200006022;Zamrznjeni cmoki klasi?no 2 kg;23.01.2025;5178;1005
1564;200006022;Jogurt lahko 2 l;23.01.2025;5178;1005
1565;200006022;Solata lahko 12 x 1 l;23.01.2025;5178;1005
1566;200006022;Špina?a lahko 1,5 kg;23.01.2025;5178;1005
1567;200006168;Gazirana voda tradicionalno 300 g;23.01.2025;6055;1005
1568;200006168;Mle?ne štru?ke bio 1,5 l;23.01.2025;6055;1005
1569;200006168;Njoki sveže 1,5 kg;23.01.2025;6055;1005
1570;200006799;?evap?i?i sveže 1,5 l - serija 62;23.01.2025;3821;1003
1571;200006947;Mandarine brez glutena 1 l;23.01.2025;9602;1007
1572;200007053;Tele?ji zrezki doma?e 1,5 kg;23.01.2025;5936;1009
1573;200007053;Feta sir ekstra 1,5 l;23.01.2025;5936;1009
1574;200007053;Mleto goveje meso mini 1,5 kg;23.01.2025;5936;1009
1575;200008672;Brokoli klasi?no 500 g;23.01.2025;4987;1010
1576;200009222;Ovseni kosmi?i doma?e 2 l;23.01.2025;3104;1007
